age,income,employment_years,num_credit_lines,credit_util_ratio,num_late_payments,debt_to_income,loan_amount,loan_tenure_yrs,existing_loans,savings_balance,has_mortgage,has_car_loan,creditworthy
62,41281.27,6.0,6,0.4383,1,0.3134,12256.46,4,2,6772.64,0,0,0
30,10000.0,19.0,9,0.0463,4,0.4323,7398.94,8,4,1922.99,1,0,0
21,,33.0,12,0.4722,1,0.1178,1000.0,4,1,2753.74,0,0,1
18,71933.99,34.0,3,0.4919,1,0.5327,13447.25,5,4,5242.09,1,1,0
66,35624.15,33.0,14,0.1955,1,0.3824,1000.0,7,3,2369.17,0,0,1
57,54726.55,21.0,11,0.1267,0,0.4453,6348.54,2,0,2917.98,0,0,1
49,38562.88,30.0,6,0.191,1,0.3353,13977.53,7,3,7597.74,0,0,1
51,10000.0,22.0,14,0.3385,2,0.3166,26415.31,7,2,10586.69,1,1,0
45,38112.97,18.0,3,0.0321,3,0.542,13150.57,6,1,12914.82,0,0,1
48,71828.3,3.0,3,0.1199,1,0.135,20880.4,2,4,1038.32,1,0,1
25,10000.0,23.0,4,0.3289,0,0.5196,15010.71,8,2,10684.73,0,0,0
56,61304.18,19.0,9,0.4415,1,0.3931,14491.5,6,0,22036.82,1,1,1
43,25348.27,27.0,11,0.118,1,0.5854,22572.38,1,2,6953.99,0,0,1
51,70211.05,,13,0.3213,1,0.732,16912.43,3,2,7424.48,0,0,0
71,72857.97,18.0,8,0.3455,1,0.188,11098.92,4,0,24866.47,1,0,0
71,50701.3,34.0,1,0.5159,2,0.4562,24557.1,8,4,16286.91,0,0,0
20,50758.3,31.0,13,0.3024,3,0.2136,10196.13,7,1,,0,0,1
67,34840.93,34.0,12,0.0714,0,0.4971,6301.99,6,2,11614.33,1,0,1
29,21360.41,29.0,11,0.1918,2,0.4143,5184.84,6,3,1596.38,1,0,0
18,97452.32,16.0,1,0.3535,3,0.2789,11540.32,9,4,4263.4,1,1,1
71,33373.21,28.0,7,0.1872,2,0.3825,15308.18,5,4,10053.63,1,0,1
61,94194.9,5.0,3,0.233,2,0.6502,17212.84,3,0,2723.97,0,1,0
22,33512.5,16.0,14,0.2622,1,0.5169,12919.84,1,4,4839.59,1,0,0
47,68129.76,16.0,11,0.0871,1,0.449,11987.26,2,3,1516.97,1,0,1
47,26554.82,13.0,7,0.3325,0,0.5733,17114.9,7,4,18246.84,1,1,1
74,68084.88,23.0,9,0.1317,2,0.4456,23016.03,2,1,18081.45,1,0,1
34,46860.32,31.0,3,0.2229,1,0.1849,1000.0,9,0,5206.21,0,0,1
65,47187.1,13.0,3,0.2044,0,0.286,1000.0,1,3,1705.6,0,1,1
64,,26.0,2,0.2671,0,0.2779,22284.99,4,1,9095.78,1,1,1
40,43271.47,18.0,10,0.0435,1,0.3932,11487.65,8,0,1921.66,1,0,1
32,19296.29,30.0,1,0.7877,3,0.1931,21364.06,8,0,2076.33,0,0,0
54,74032.64,8.0,9,0.1774,1,0.3753,3820.74,4,1,28617.71,0,1,1
38,26352.49,16.0,6,0.2091,0,0.3854,14460.63,4,4,838.81,0,0,1
31,67912.93,18.0,6,0.251,1,0.2182,4297.7,4,3,3814.51,0,0,0
19,79324.91,3.0,8,0.312,1,0.2734,17574.62,1,3,6475.2,0,0,1
28,45612.65,10.0,11,0.4578,1,0.2473,12006.36,3,2,912.43,0,0,1
68,84558.82,21.0,5,0.2836,1,0.3982,2645.83,3,2,317.77,0,1,0
56,67044.59,3.0,9,0.3501,0,0.2838,19333.78,5,0,6252.99,1,0,1
55,37603.46,16.0,11,0.2366,1,0.281,19012.84,8,2,973.36,1,1,1
51,90035.73,7.0,5,0.1922,1,0.3562,12321.09,5,3,2313.94,0,0,1
55,26458.2,33.0,2,0.0873,1,0.299,10405.28,4,3,5501.66,0,1,1
67,45582.49,10.0,6,0.1388,2,0.2134,22204.54,7,2,,0,0,1
51,49842.13,30.0,9,0.3376,2,0.509,17500.32,1,2,9918.34,0,0,0
35,70130.59,10.0,3,0.2871,0,0.2994,14512.9,6,0,26257.53,1,0,1
47,,20.0,10,0.4257,1,0.4677,5003.22,9,3,11193.16,0,0,1
32,81319.79,29.0,4,0.44,3,0.358,30551.52,2,4,93930.97,0,1,1
44,60593.71,9.0,10,0.6087,0,0.1371,14286.06,9,3,3940.12,0,1,1
68,47993.27,25.0,11,0.1554,0,0.3179,28222.41,7,0,2913.5,0,1,1
51,10000.0,26.0,8,0.3968,2,0.2872,10242.4,7,1,1912.0,1,1,0
69,22146.35,7.0,6,0.2888,0,0.1644,11635.91,4,2,17294.1,1,0,1
74,99166.39,7.0,13,0.0943,0,0.3165,10600.19,5,1,3953.53,0,0,1
55,10000.0,7.0,7,0.3997,1,0.2503,16218.9,6,2,9929.02,1,1,0
50,35387.73,,7,0.2584,1,0.3955,14715.09,6,2,8985.95,0,0,0
41,83615.16,15.0,4,0.473,0,0.4309,20269.62,8,4,470.15,1,1,0
32,60242.83,12.0,12,0.2939,1,0.4422,13082.26,5,4,16938.56,1,0,0
47,78201.13,22.0,6,0.6189,1,0.1671,17806.92,4,2,5332.59,0,0,1
72,68570.71,11.0,12,0.2419,2,0.5535,19113.46,8,3,2024.17,1,1,0
59,91739.56,26.0,9,0.3351,0,0.3089,3273.62,8,0,30939.04,0,0,1
68,62385.68,21.0,3,0.3317,0,0.4198,6033.25,3,0,11192.0,1,1,1
34,71586.19,31.0,8,0.0871,1,0.5736,4920.87,2,2,7672.2,0,0,1
22,36893.84,26.0,7,0.2646,1,0.5882,20264.77,1,0,35637.58,0,0,0
46,69658.32,1.0,4,0.4263,1,0.55,23925.52,1,0,11303.96,1,0,0
21,45096.85,32.0,10,0.5276,0,0.2871,11049.44,4,3,1033.08,0,0,0
27,43672.35,25.0,13,0.0602,2,0.3451,19388.07,2,3,37816.1,0,0,1
73,77368.09,27.0,3,0.1534,0,0.361,11131.3,3,2,7282.49,1,0,1
34,77540.58,18.0,14,0.2984,3,0.4104,20197.04,3,0,2846.95,0,0,1
27,97211.05,4.0,7,0.1036,1,0.1535,38370.43,7,2,13608.95,1,1,1
34,95581.58,32.0,10,0.0778,1,0.0702,27444.54,6,3,392.85,0,1,1
37,77932.88,19.0,9,0.5913,0,0.1943,25759.3,5,0,8499.01,1,0,1
41,11988.86,29.0,12,0.0874,2,0.485,29325.73,9,3,1387.91,0,1,1
22,100692.02,7.0,10,0.2781,2,0.3214,19148.76,4,1,732.91,0,0,0
51,77949.19,16.0,3,0.0554,1,0.3203,23981.33,3,0,3495.45,1,1,1
23,35853.5,0.0,10,0.3166,0,0.114,10896.03,7,1,3524.97,1,0,1
70,73222.73,2.0,9,0.1705,3,0.4089,20785.24,7,1,7340.87,0,1,1
19,29068.36,25.0,13,0.5031,1,0.5167,7475.06,2,3,6667.27,1,0,1
30,70465.75,30.0,8,0.2424,2,0.2833,27288.51,9,3,9316.68,0,0,1
60,22093.25,7.0,12,0.2428,1,0.6024,7774.05,8,4,1530.33,0,0,0
60,34794.54,7.0,3,0.1904,3,0.4624,14266.75,1,0,16375.08,0,0,0
65,72748.23,34.0,8,0.2568,3,0.1969,11874.86,2,4,15653.48,1,1,1
28,81822.17,27.0,12,0.3533,1,0.1445,15631.04,2,2,1949.55,0,0,1
68,63135.92,3.0,4,0.6945,4,0.3163,19010.72,8,2,5133.16,0,0,0
64,47845.78,15.0,6,0.2861,2,0.2044,1777.41,3,3,,1,0,1
74,10000.0,12.0,12,0.226,2,0.0455,14964.11,7,2,20330.57,1,0,1
40,,19.0,10,0.2922,0,0.2703,25553.27,6,1,18883.31,1,0,1
72,68337.13,4.0,2,0.4202,0,0.4834,14722.33,2,2,558.81,1,0,0
33,47080.87,19.0,8,0.3328,2,0.6104,21124.16,9,4,25366.4,1,0,0
48,54435.55,23.0,13,0.2071,1,0.3585,1000.0,9,0,568.21,0,1,1
28,50359.56,33.0,9,0.461,1,0.6478,7401.38,7,3,6380.45,0,0,0
71,46957.34,33.0,7,0.1416,1,0.2112,28304.11,4,0,2987.0,1,0,1
33,56896.93,18.0,8,0.1296,2,0.6629,8860.96,1,3,3960.46,1,0,0
25,48182.64,16.0,7,0.3747,0,0.5786,11132.92,8,2,7883.35,1,1,1
21,91082.24,4.0,11,0.443,4,0.5247,13046.25,9,2,7013.02,1,0,0
57,10000.0,24.0,10,0.0356,1,0.2453,11990.47,8,3,1466.47,0,0,1
21,41353.94,17.0,4,0.0603,0,0.2381,1000.0,2,0,27994.48,1,0,1
73,33243.59,7.0,1,0.6686,2,0.0787,21011.95,7,1,232.91,1,0,0
42,60477.77,26.0,3,0.382,0,0.7212,18360.51,1,3,3365.18,0,0,1
20,56928.62,14.0,7,0.5121,0,0.454,21939.15,5,1,12930.86,1,0,0
49,95554.83,12.0,11,0.2418,2,0.2557,17247.53,8,4,15227.06,0,0,0
20,103778.55,15.0,11,0.3886,0,0.508,9969.95,9,3,12767.84,0,0,0
44,35672.91,21.0,7,0.2663,1,0.6076,18151.17,3,3,3728.08,0,0,0
46,55012.5,19.0,11,0.0395,1,0.2289,10000.62,8,1,8952.15,0,0,1
49,59907.61,12.0,13,0.1663,1,0.2479,18394.82,3,1,11561.55,0,0,1
67,35054.66,19.0,3,0.5237,1,0.315,24113.88,8,2,6901.12,0,1,0
68,70709.55,1.0,1,0.2352,2,0.414,22915.36,5,0,9090.96,1,0,1
36,49012.32,34.0,10,0.1835,0,0.3429,12965.25,7,2,6452.77,1,0,1
38,28309.13,18.0,9,0.1203,2,0.4495,4484.6,6,2,452.14,1,1,0
22,48010.79,5.0,12,0.1071,1,0.4998,17481.89,5,1,2553.77,1,0,1
35,30058.14,13.0,6,0.2613,1,0.3538,15647.74,2,3,9702.79,1,0,1
45,80916.17,3.0,13,0.3125,1,0.5257,9766.27,9,3,2211.66,0,0,0
59,102538.98,21.0,13,0.4216,1,0.1038,23777.98,7,1,4862.59,0,0,1
39,61120.48,33.0,12,0.405,1,0.7185,16629.97,7,3,6119.08,0,0,1
38,57781.92,26.0,7,0.1235,0,0.4924,20864.73,5,0,8892.87,0,0,1
23,58810.87,6.0,1,0.1786,1,0.5838,1000.0,3,4,2399.59,0,0,1
18,84555.85,2.0,1,0.3255,0,0.3185,1000.0,9,3,7235.2,1,0,1
22,84017.48,32.0,4,0.3434,2,0.3824,20182.58,8,3,7260.82,1,0,1
58,52108.66,1.0,7,0.1784,0,0.5175,20344.4,6,2,14915.88,0,1,1
29,61314.75,15.0,14,0.4879,0,0.2685,7691.46,2,1,6424.55,1,0,1
43,71316.16,24.0,11,0.3318,2,0.331,24158.55,7,3,2797.33,1,0,0
63,26557.81,14.0,11,0.3195,5,0.423,24515.66,5,1,5916.93,0,0,0
51,85315.21,23.0,8,0.2094,0,0.4461,14250.0,8,2,907.83,1,0,1
66,98370.8,14.0,10,0.0246,1,0.2723,22089.65,6,0,7486.82,0,0,1
31,84125.8,30.0,9,0.237,1,0.1231,21044.65,9,4,19827.99,1,0,1
43,23860.15,13.0,1,0.5494,2,0.2575,24311.82,8,0,6036.95,0,0,0
62,10000.0,13.0,4,0.1464,3,0.349,16469.25,7,4,2764.39,0,0,1
44,72717.97,5.0,4,0.217,0,0.309,18781.59,1,0,4160.63,1,0,1
26,35995.26,13.0,3,0.4445,0,0.4263,19526.22,9,4,18570.71,0,1,0
43,62178.33,16.0,7,0.0706,3,0.3631,9074.14,8,0,13416.03,1,1,1
74,93378.72,17.0,1,0.3663,1,0.1952,4563.24,1,1,13003.54,1,0,1
64,38576.12,19.0,9,0.305,0,0.3877,8950.14,1,4,6642.37,1,0,1
74,45561.13,16.0,13,0.5193,0,0.5381,21465.87,3,1,4038.92,0,0,0
39,61918.07,15.0,8,0.2527,4,0.3018,10587.46,3,2,1136.51,1,1,0
64,22562.26,31.0,2,0.535,0,0.1007,2043.13,2,3,29709.97,1,0,1
73,36053.6,8.0,2,0.4018,0,0.7582,1000.0,8,2,1578.86,1,0,0
47,55621.44,26.0,8,0.3506,2,0.5409,14958.46,5,2,2324.09,0,1,0
60,47488.63,32.0,11,0.1236,2,0.137,23245.33,1,4,11560.26,1,0,1
65,70210.19,9.0,14,0.4136,2,0.0836,9099.95,1,4,3455.52,0,0,1
34,124149.49,16.0,1,0.2311,2,0.2617,13841.98,2,2,7014.03,0,0,1
43,57478.46,16.0,13,0.0708,1,0.5608,9280.12,7,0,11471.83,1,0,1
53,33957.2,17.0,7,0.1507,0,0.4179,11795.85,9,3,6497.63,0,0,1
18,90456.01,22.0,9,0.2947,0,0.1697,11238.12,9,1,5398.05,0,0,1
25,15279.54,33.0,12,0.3537,0,0.1168,7167.45,9,1,416.26,0,1,1
66,20277.3,7.0,3,0.0996,0,0.2148,24778.05,6,0,5350.09,1,1,1
52,40122.41,12.0,7,0.0465,1,0.2021,18975.21,5,3,4856.15,1,1,1
69,47927.83,22.0,6,0.3876,1,0.5744,5519.12,8,0,16996.31,1,1,0
32,39523.18,19.0,7,0.4013,1,0.218,9807.84,6,1,4744.86,0,0,0
64,54212.19,21.0,7,0.2756,3,0.6441,12393.93,8,0,7952.78,0,0,1
73,61868.55,22.0,10,0.2508,2,0.4151,15490.61,1,4,11888.33,1,0,1
39,81723.99,34.0,1,0.4433,2,0.5149,16772.07,4,1,5044.61,1,0,0
31,57279.71,2.0,14,0.2355,4,0.2045,11983.86,5,4,2418.09,0,1,1
43,40951.34,33.0,3,0.4693,1,0.1857,13406.07,4,3,17951.01,0,0,0
45,80366.13,32.0,10,0.5257,1,0.7629,17096.51,6,4,18069.92,0,1,0
40,34557.11,16.0,1,0.3456,3,0.4198,10940.22,7,0,18407.53,0,0,0
31,14184.93,18.0,5,0.36,2,0.4029,25154.44,8,3,2548.16,0,0,1
41,85148.9,29.0,3,0.0903,1,0.2348,22665.11,8,2,3032.06,0,1,1
19,83546.33,22.0,1,0.1478,1,0.1216,13321.91,5,3,20086.38,0,1,1
62,35192.54,14.0,2,0.3577,0,0.0802,24454.09,8,2,1075.42,1,0,1
43,45022.53,13.0,10,0.2626,1,0.477,18668.59,3,2,8534.15,0,0,1
31,32076.81,1.0,5,0.1408,3,0.19,18107.33,3,3,2766.08,1,0,1
73,63165.61,17.0,11,0.2104,0,0.5407,26565.32,1,2,10221.14,0,0,0
68,98301.23,5.0,3,0.3982,2,0.4492,21785.84,1,4,14350.0,1,1,0
24,72572.04,31.0,6,0.6202,1,0.2196,23078.1,1,4,4195.55,1,0,1
20,80893.12,20.0,9,0.2459,2,0.4679,5410.84,3,3,1311.05,0,0,1
64,75493.21,27.0,6,0.077,3,0.3374,14456.96,8,2,10541.2,0,1,1
40,54997.02,26.0,2,0.3661,0,0.3369,9025.1,9,0,458.73,1,0,1
63,82083.51,1.0,2,0.5121,2,0.6973,3708.8,3,3,120.85,0,0,0
60,73625.76,32.0,13,0.2901,0,0.2715,1676.19,8,2,16776.93,1,1,1
64,90986.14,15.0,13,0.0683,2,0.1321,20711.65,1,2,13577.74,0,0,1
62,43511.28,21.0,8,0.098,0,0.2116,16590.05,3,2,6977.33,0,0,1
35,11547.21,12.0,11,0.4644,2,0.2333,3303.14,1,0,8757.96,1,0,0
55,81131.28,1.0,8,0.0249,1,0.4547,14745.09,9,4,24393.7,1,0,1
52,63744.24,13.0,6,0.2061,1,0.2299,10719.81,3,1,,0,0,1
68,47598.85,27.0,10,0.1812,1,0.2301,6621.73,5,0,1952.83,1,0,1
32,48996.18,6.0,7,0.3882,0,0.2506,20697.01,7,1,10451.07,0,0,1
42,118867.16,17.0,1,0.321,0,0.4186,12870.82,9,4,2452.59,0,0,1
72,38945.13,3.0,12,0.3492,0,0.295,22458.74,7,2,1858.11,0,0,1
54,33667.42,29.0,9,0.2536,0,0.1154,10545.58,1,1,4670.08,0,0,1
45,,23.0,5,0.0553,2,0.3839,1000.0,7,1,10290.08,0,0,1
27,84512.27,19.0,9,0.418,2,0.5461,15640.12,7,0,1891.07,0,1,0
56,111960.05,30.0,2,0.2679,0,0.2327,17355.87,2,4,4490.57,0,0,1
74,71434.12,23.0,14,0.3042,1,0.3745,13639.44,7,3,5852.06,1,0,1
34,23239.78,6.0,8,0.1948,2,0.207,16884.77,2,1,1512.11,0,0,1
56,104271.61,25.0,7,0.4078,1,0.295,11035.07,1,0,5182.15,0,0,1
39,54513.28,12.0,11,0.0874,1,0.1185,13279.34,9,2,16071.94,0,0,1
43,34057.26,7.0,14,0.41,1,0.3565,15430.98,5,4,10965.43,1,1,1
61,28015.19,4.0,4,0.1221,0,0.3631,21852.96,7,2,5600.53,0,0,1
42,75908.22,12.0,3,0.7789,3,0.1967,13406.94,6,2,1070.83,0,0,1
34,60970.73,28.0,4,0.5239,0,0.5864,8632.85,8,3,189.07,1,1,0
30,63626.88,19.0,4,0.1671,2,0.195,10810.1,3,1,556.88,0,0,1
37,87162.58,,10,0.4449,1,0.1639,13891.54,4,3,11097.28,0,0,1
42,34946.14,31.0,10,0.3961,1,0.2201,4489.87,2,0,9749.24,1,0,1
21,89153.87,26.0,8,0.3305,3,0.4877,7267.22,5,3,10965.39,1,0,0
27,42021.07,,13,0.1426,2,0.2246,14489.28,1,0,2936.23,1,1,1
20,109100.18,3.0,13,0.1444,1,0.5027,28568.44,5,1,753.83,0,0,1
58,69968.48,20.0,4,0.3514,1,0.1906,21036.79,8,1,10023.4,0,0,1
62,31994.04,17.0,14,0.4538,0,0.2698,14047.63,6,3,20456.32,0,0,1
35,10000.0,14.0,5,0.0272,2,0.5736,7268.16,9,2,4814.64,0,1,1
64,75223.12,23.0,2,0.2376,0,0.2661,3379.96,6,3,11562.06,1,0,1
53,45645.49,7.0,13,0.1917,0,0.4294,23538.79,9,4,10417.78,0,0,1
64,51110.86,27.0,4,0.2082,1,0.2159,21295.44,6,1,15376.3,1,0,1
39,74154.9,20.0,7,0.2303,1,0.4455,19492.31,3,4,230.32,1,0,1
51,80260.35,15.0,3,0.0437,1,0.1654,13160.19,3,4,24863.15,1,0,1
64,85592.76,15.0,14,0.1694,1,0.4231,8692.69,1,4,16041.02,0,0,1
25,25628.97,34.0,14,0.6046,1,0.2291,4912.73,8,2,16730.84,0,0,1
57,90647.37,16.0,1,0.4645,1,0.2375,16361.68,7,1,44910.44,0,0,1
66,,8.0,13,0.3353,1,0.3764,3859.47,5,1,8161.58,1,1,0
61,10000.0,34.0,8,0.1863,1,0.5491,17900.67,4,1,681.62,0,0,0
36,25538.99,28.0,8,0.5429,0,0.2876,14827.72,3,3,13843.65,0,0,0
59,60450.63,17.0,6,0.2732,0,0.541,14705.62,3,0,,0,1,0
58,30529.64,11.0,7,0.0284,0,0.1682,14380.12,9,1,10712.04,0,0,1
54,52798.89,18.0,10,0.0805,3,0.5163,15716.78,1,2,4413.52,1,0,1
23,63456.31,21.0,11,0.2614,0,0.6147,24948.59,4,2,53.08,0,0,0
69,50465.36,14.0,2,0.2503,0,0.1975,14895.48,9,0,4578.47,0,1,1
43,42641.14,0.0,5,0.6698,0,0.4121,13802.95,9,3,,0,0,1
51,23732.6,1.0,12,0.2682,2,0.1861,15441.11,9,2,731.65,0,0,1
73,,7.0,7,0.5111,1,0.4159,12129.64,3,0,17.72,0,0,0
62,10000.0,21.0,9,0.5001,4,0.2803,5464.68,5,2,,0,0,0
23,37850.05,24.0,1,0.4192,0,0.6871,19239.02,4,0,11.98,0,0,0
54,31805.4,1.0,3,0.35,3,0.4842,1000.0,4,2,21834.91,0,1,1
74,49015.58,8.0,6,0.2488,0,0.2297,12094.22,4,3,13937.45,0,0,1
50,49666.76,8.0,14,0.422,0,0.3498,9738.6,6,3,7956.55,0,0,1
70,78998.92,12.0,7,0.3783,0,0.3539,3157.25,8,2,139.76,0,0,1
39,94586.93,5.0,6,0.1269,4,0.1544,23953.45,3,2,6748.46,0,0,1
38,27055.53,29.0,1,0.383,0,0.1353,13193.75,2,4,8895.68,1,1,1
23,104820.82,14.0,4,0.1302,0,0.2165,18310.74,8,1,7083.11,0,0,1
23,35517.61,14.0,6,0.3602,1,0.4457,19211.93,9,3,23483.3,1,0,1
72,59313.17,6.0,8,0.1326,2,0.6502,14750.21,7,2,14239.15,0,0,0
65,67771.57,10.0,10,0.1195,1,0.4424,27676.15,4,1,3634.21,1,0,1
21,116114.57,1.0,14,0.0473,4,0.4511,18512.69,7,2,9494.27,1,0,1
47,41442.94,9.0,4,0.5006,1,0.5495,17855.32,2,1,4946.49,1,1,0
28,10081.55,16.0,7,0.1986,0,0.315,22541.33,3,1,21087.47,0,0,1
47,92259.49,6.0,11,0.2947,1,0.6597,14970.6,2,3,7701.32,1,0,1
48,34165.66,3.0,3,0.4034,2,0.1838,14367.99,8,4,6979.53,0,0,1
41,45960.29,34.0,8,0.3371,3,0.3537,21747.74,2,0,5556.34,0,0,0
72,27056.26,30.0,1,0.0987,0,0.4549,11626.0,7,2,3795.16,0,0,1
26,46032.41,24.0,4,0.5573,2,0.404,10755.56,2,1,1281.9,1,0,0
72,33990.21,12.0,8,0.2191,1,0.3977,6498.6,2,4,2560.89,1,1,1
20,71911.05,17.0,10,0.4301,3,0.1692,8365.97,3,1,3233.74,1,0,1
68,,20.0,4,0.1306,0,0.492,15991.0,3,2,1338.05,1,0,1
48,37973.62,0.0,2,0.2249,0,0.2135,30873.05,6,0,13400.92,1,0,1
57,79896.8,7.0,2,0.3466,1,0.4267,9000.58,4,3,17.77,0,1,0
54,61374.92,20.0,4,0.2295,1,0.341,16218.35,9,0,19793.78,0,1,1
53,10000.0,20.0,13,0.778,3,0.0982,18373.91,5,3,1098.32,0,1,0
41,77992.58,26.0,4,0.4015,0,0.4003,9711.49,8,1,418.51,0,0,1
48,59621.7,18.0,2,0.3076,0,0.5262,19659.01,3,4,42691.81,0,1,0
23,89768.31,22.0,7,0.3286,0,0.1559,5798.31,9,3,67981.71,0,0,1
19,58097.94,34.0,6,0.1127,3,0.2552,7242.75,4,1,1703.15,0,0,1
37,35207.27,4.0,11,0.2354,1,0.4836,13610.66,3,2,1149.09,1,1,0
45,49892.62,7.0,3,0.4157,4,0.3452,5646.32,9,2,1762.93,0,1,0
28,75097.98,10.0,8,0.1318,2,0.2105,3438.27,4,4,5728.44,0,0,1
21,35731.57,15.0,8,0.5417,1,0.6465,1000.0,6,4,3099.24,1,0,0
32,43992.58,23.0,1,0.3989,0,0.3115,11748.83,7,2,3280.2,1,1,1
23,49457.79,20.0,3,0.1223,1,0.3485,32193.77,1,2,13267.76,1,0,1
71,26265.71,22.0,5,0.1373,0,0.4832,23506.09,1,3,17672.36,0,1,1
66,36091.91,7.0,2,0.1191,0,0.3634,1000.0,2,4,28007.49,0,1,1
47,59313.75,6.0,12,0.1057,2,0.2184,5143.65,2,2,5784.54,1,0,1
73,85061.94,1.0,12,0.0581,1,0.2041,11382.78,4,3,2260.35,0,0,1
55,62928.67,29.0,5,0.1225,1,0.2527,16261.81,1,1,6475.97,1,0,1
68,53853.47,12.0,11,0.5603,1,0.3633,15895.32,7,4,16386.71,0,0,0
74,34218.23,22.0,10,0.2934,3,0.1718,13096.65,6,4,251.2,0,0,1
19,82379.01,28.0,3,0.0983,1,0.3615,11456.7,6,2,19374.81,1,0,1
32,65837.64,19.0,9,0.4152,2,0.3891,2455.37,9,2,2055.13,1,0,0
28,37331.76,32.0,11,0.5863,2,0.3497,8043.22,4,2,2974.36,1,0,0
25,77466.21,28.0,1,0.2292,2,0.1841,9416.2,8,2,3621.13,1,0,1
43,68989.43,14.0,4,0.3627,1,0.4286,1000.0,2,0,19605.1,0,0,1
68,34661.74,22.0,10,0.6604,3,0.3306,7488.09,8,2,1548.65,1,0,0
62,52465.54,2.0,6,0.0466,0,0.3051,25504.45,6,1,2018.64,1,0,1
61,42680.68,28.0,9,0.281,1,0.5323,12469.77,8,2,10507.4,0,0,1
22,120838.45,7.0,3,0.2754,5,0.2801,17634.6,3,2,21828.63,1,1,0
23,68293.62,21.0,3,0.2592,2,0.5574,28097.5,4,1,885.08,0,1,1
43,59669.05,28.0,12,0.3762,2,0.3027,26859.52,6,3,5909.32,0,0,1
71,66816.58,1.0,5,0.2994,2,0.3094,5621.45,1,1,19670.24,1,0,0
21,89479.06,0.0,7,0.1431,1,0.0993,17525.26,1,4,17378.75,0,0,1
36,52915.5,19.0,14,0.3111,2,0.2768,21808.43,8,1,23722.87,1,0,1
37,40252.27,20.0,5,0.4062,3,0.4812,8697.66,6,4,18590.87,0,1,0
50,76107.08,7.0,11,0.3133,2,0.2916,18648.45,4,0,3023.22,0,1,1
37,50626.39,26.0,8,0.3069,0,0.6788,14208.69,5,1,1865.66,0,0,0
66,28252.62,34.0,5,0.073,1,0.3326,19005.09,7,3,18539.53,1,1,1
29,23382.84,5.0,7,0.1504,0,0.5875,16824.93,8,0,9957.1,1,1,1
64,93232.41,18.0,6,0.7016,1,0.3625,22635.21,7,2,3805.24,0,0,0
18,58291.11,17.0,14,0.0369,2,0.4315,8151.63,7,3,9984.38,0,1,1
43,40260.82,0.0,10,0.1898,3,0.2928,16966.77,7,1,2936.01,0,1,1
31,49141.63,24.0,13,0.339,3,0.2118,28293.97,4,1,6965.65,1,0,1
55,75186.12,26.0,2,0.2598,2,0.484,19337.36,5,3,2125.63,1,1,1
54,47664.86,6.0,3,0.3212,2,0.3671,21099.2,7,2,6599.57,1,0,0
28,18764.51,28.0,11,0.2921,0,0.5357,6216.41,3,2,20528.37,1,0,1
53,63146.02,30.0,11,0.181,0,0.4521,1000.0,5,0,11807.63,0,1,1
30,,18.0,4,0.2392,0,0.5607,14218.35,7,3,8538.43,0,1,1
60,83536.61,5.0,5,0.2978,2,0.4403,23875.8,2,4,2259.05,0,0,0
20,41016.75,24.0,9,0.0223,0,0.4277,12048.57,7,3,523.72,0,0,1
50,86729.32,30.0,6,0.4395,1,0.5539,12306.53,6,2,9918.73,0,0,1
23,60323.75,8.0,1,0.5369,3,0.6514,8258.47,8,2,6866.02,1,0,0
67,86028.68,19.0,3,0.3757,1,0.2781,10407.16,7,0,1912.2,1,0,1
73,69342.18,9.0,7,0.1143,2,0.5599,12774.14,4,3,21837.53,0,0,1
27,16960.08,26.0,8,0.138,0,0.3654,23397.42,5,1,6424.04,0,0,1
22,98668.47,12.0,7,0.096,1,0.2977,26043.29,6,4,6786.42,0,0,1
40,56294.6,1.0,5,0.0727,0,0.4397,9267.89,2,3,2839.25,0,0,1
27,69419.85,20.0,10,0.2932,1,0.5194,4562.97,6,4,16921.2,0,1,1
61,21398.88,32.0,8,0.1418,0,0.2945,10080.59,9,3,17760.0,1,0,1
19,67633.16,23.0,9,0.096,0,0.1684,14869.79,8,2,10046.25,1,0,1
30,82573.19,33.0,7,0.429,1,0.1474,18356.77,5,4,836.44,0,0,1
57,103383.01,8.0,11,0.5695,5,0.382,7107.47,5,3,705.28,0,0,0
19,90009.99,1.0,9,0.7334,1,0.4772,35001.74,2,1,5069.67,0,0,0
37,68855.62,29.0,1,0.096,2,0.7256,12144.46,3,2,1226.23,0,0,1
18,16390.57,21.0,14,0.1746,2,0.5958,15662.29,9,1,3226.78,1,0,1
54,58306.82,10.0,9,0.1855,1,0.1842,18409.61,7,0,1503.6,0,0,1
26,40187.26,16.0,3,0.4248,2,0.2079,6354.4,8,0,2969.85,1,1,1
34,60874.45,12.0,6,0.5068,1,0.452,23736.49,9,0,22905.41,0,1,1
26,24591.85,6.0,8,0.2645,1,0.1379,28915.86,3,2,11198.74,1,0,1
28,49745.83,15.0,3,0.1347,0,0.4018,8159.62,5,1,1190.84,1,1,1
32,42070.42,32.0,4,0.1507,0,0.4087,21546.08,4,3,8843.05,0,0,1
41,41295.84,0.0,7,0.1657,1,0.2947,12081.95,4,2,247.85,0,0,1
55,41544.1,10.0,12,0.2228,5,0.4163,11094.93,5,3,32895.97,1,0,0
72,51603.63,5.0,7,0.3087,1,0.2223,14035.26,5,2,6069.08,1,0,1
